Departamento,Municipio,Tipo_Cultivo,Cultivo,Hectareas_sembradas,Hectareas_cosechadas,Toneladas
Guainia,Inirida,Tuberculos Y Platanos,Yuca,464,464,4640
Guainia,Morichal,Frutales,Pina,24,19,315
Guainia,Morichal,Tuberculos Y Platanos,Platano,6,6,39
Guainia,Morichal,Tuberculos Y Platanos,Yuca,126,126,1260
Guainia,San Felipe,Frutales,Pina,119,119,2023
Guainia,San Felipe,Tuberculos Y Platanos,Platano,5,5,35
Guainia,San Felipe,Tuberculos Y Platanos,Yuca,166,150,1500
Guaviare,Calamar,Cereales,Arroz,512,460,1380
Guaviare,Calamar,Cereales,Maiz,850,765,1148
Guaviare,Calamar,Forestales,Caucho,317,32,54
Guaviare,Calamar,Frutales,Pina,87,35,1225
Guaviare,Calamar,Otros Permanentes,Cacao,201,121,61
Guaviare,Calamar,Otros Permanentes,Cana Panelera,264,106,636
Guaviare,Calamar,Tuberculos Y Platanos,Platano,320,192,2304
Guaviare,Calamar,Tuberculos Y Platanos,Yuca,707,424,5512
Guaviare,El Retorno,Cereales,Arroz,780,702,2106
Guaviare,El Retorno,Cereales,Maiz,1367,1230,1845
Guaviare,El Retorno,Forestales,Caucho,909,91,155
Guaviare,El Retorno,Frutales,Chontaduro,544,272,2176
Guaviare,El Retorno,Frutales,Patilla,70,63,1890
Guaviare,El Retorno,Frutales,Pina,122,48,1680
Guaviare,El Retorno,Otros Permanentes,Cacao,425,255,128
Guaviare,El Retorno,Otros Permanentes,Cana Panelera,600,240,1440
Guaviare,El Retorno,Tuberculos Y Platanos,Platano,1974,544,6528
Guaviare,El Retorno,Tuberculos Y Platanos,Yuca,1570,942,12246
Guaviare,Miraflores,Cereales,Arroz,353,318,954
Guaviare,Miraflores,Cereales,Maiz,831,748,1122
Guaviare,Miraflores,Forestales,Caucho,85,30,51
Guaviare,Miraflores,Frutales,Pina,30,12,420
Guaviare,Miraflores,Otros Permanentes,Cacao,134,80,40
Guaviare,Miraflores,Otros Permanentes,Cana Panelera,266,106,636
Guaviare,Miraflores,Tuberculos Y Platanos,Platano,351,210,2520
Guaviare,Miraflores,Tuberculos Y Platanos,Yuca,365,219,2847
Guaviare,San Jose Del Guaviare,Cereales,Arroz,2584,2438,8589
Guaviare,San Jose Del Guaviare,Cereales,Maiz,2257,2031,3047
Guaviare,San Jose Del Guaviare,Forestales,Caucho,804,80,136
Guaviare,San Jose Del Guaviare,Frutales,Chontaduro,348,174,1392
Guaviare,San Jose Del Guaviare,Frutales,Pina,188,112,3920
Guaviare,San Jose Del Guaviare,Otros Permanentes,Cacao,493,296,148
Guaviare,San Jose Del Guaviare,Otros Permanentes,Cana Panelera,343,206,1236
Guaviare,San Jose Del Guaviare,Tuberculos Y Platanos,Platano,2182,1745,20940
Guaviare,San Jose Del Guaviare,Tuberculos Y Platanos,Yuca,1363,1090,14170
Huila,Acevedo,Cereales,Maiz,1795,1770,5897
Huila,Acevedo,Frutales,Aguacate,34,6,72
Huila,Acevedo,Frutales,Banano,27,2,14
Huila,Acevedo,Frutales,Citricos,11,7,84
Huila,Acevedo,Frutales,Durazno,4,0,0
Huila,Acevedo,Frutales,Granadilla,66,15,240
Huila,Acevedo,Frutales,Guanabana,6,2,24
Huila,Acevedo,Frutales,Guayaba,11,8,40
Huila,Acevedo,Frutales,Lulo,71,28,165
Huila,Acevedo,Frutales,Mora,19,8,48
Huila,Acevedo,Frutales,Pitahaya,60,3,18
Huila,Acevedo,Frutales,Pina,4,2,32
Huila,Acevedo,Frutales,Tomate De Arbol,15,6,36
Huila,Acevedo,Hortalizas,Ahuyama,9,8,104
Huila,Acevedo,Hortalizas,Cebolla De Rama,28,28,280
Huila,Acevedo,Hortalizas,Hortalizas Varias,40,40,160
Huila,Acevedo,Hortalizas,Tomate,135,133,2394
Huila,Acevedo,Leguminosas,Arveja,19,19,40
Huila,Acevedo,Leguminosas,Frijol,740,730,913
Huila,Acevedo,Otros Permanentes,Cacao,15,8,5
Huila,Acevedo,Otros Permanentes,Cafe,14377,11913,13251
Huila,Acevedo,Otros Permanentes,Cana Panelera,259,23,160
Huila,Acevedo,Tuberculos Y Platanos,Arracacha,85,85,1148
Huila,Acevedo,Tuberculos Y Platanos,Platano,2223,1093,3509
Huila,Acevedo,Tuberculos Y Platanos,Yuca,536,525,6825
Huila,Agrado,Cereales,Maiz,173,173,410
Huila,Agrado,Frutales,Aguacate,20,20,260
Huila,Agrado,Frutales,Badea,14,12,230
Huila,Agrado,Frutales,Citricos,54,49,441
Huila,Agrado,Frutales,Granadilla,6,4,58
Huila,Agrado,Frutales,Guanabana,7,6,57
Huila,Agrado,Frutales,Guayaba,3,3,15
Huila,Agrado,Frutales,Lulo,17,14,84
Huila,Agrado,Frutales,Maracuya,18,16,256
Huila,Agrado,Frutales,Melon,30,30,435
Huila,Agrado,Frutales,Mora,5,5,25
Huila,Agrado,Frutales,Papaya,3,3,41
Huila,Agrado,Frutales,Pitahaya,5,5,63
Huila,Agrado,Frutales,Pina,129,128,2040
Huila,Agrado,Frutales,Tomate De Arbol,5,5,25
Huila,Agrado,Frutales,Uva,2,1,5
Huila,Agrado,Hortalizas,Ahuyama,33,32,610
Huila,Agrado,Hortalizas,Cebolla De Bulbo,3,3,30
Huila,Agrado,Hortalizas,Hortalizas Varias,19,18,79
Huila,Agrado,Hortalizas,Pepino Cohombro,24,24,360
Huila,Agrado,Hortalizas,Pimenton,17,17,312
Huila,Agrado,Hortalizas,Tomate,18,18,270
Huila,Agrado,Leguminosas,Arveja,19,19,33
Huila,Agrado,Leguminosas,Frijol,84,75,74
Huila,Agrado,Leguminosas,Habichuela,22,22,132
Huila,Agrado,Otros Permanentes,Cacao,221,172,117
Huila,Agrado,Otros Permanentes,Cafe,1317,1109,1215
Huila,Agrado,Otros Permanentes,Cana Panelera,23,21,124
Huila,Agrado,Tuberculos Y Platanos,Platano,234,220,734
Huila,Agrado,Tuberculos Y Platanos,Yuca,15,15,105
Huila,Aipe,Cereales,Arroz,1416,1416,10602
Huila,Aipe,Cereales,Maiz,442,442,1077
Huila,Aipe,Fibras,Algodon,15,15,46
Huila,Aipe,Frutales,Aguacate,10,6,50
Huila,Aipe,Frutales,Citricos,46,38,304
Huila,Aipe,Frutales,Granadilla,14,14,210
Huila,Aipe,Frutales,Guanabana,3,3,18
Huila,Aipe,Frutales,Guayaba,2,2,10
Huila,Aipe,Frutales,Lulo,14,14,77
Huila,Aipe,Frutales,Mango,25,17,184
Huila,Aipe,Frutales,Maracuya,4,2,24
Huila,Aipe,Frutales,Melon,70,70,1400
Huila,Aipe,Frutales,Papaya,16,2,29
Huila,Aipe,Frutales,Patilla,16,16,224
Huila,Aipe,Frutales,Pitahaya,7,7,42
Huila,Aipe,Frutales,Pina,10,10,152
Huila,Aipe,Frutales,Uva,2,2,17
Huila,Aipe,Hortalizas,Hortalizas Varias,14,14,64
Huila,Aipe,Hortalizas,Tomate,9,9,144
Huila,Aipe,Leguminosas,Frijol,45,45,45
Huila,Aipe,Otros Permanentes,Cacao,45,36,20
Huila,Aipe,Otros Permanentes,Cafe,1055,853,863
Huila,Aipe,Otros Permanentes,Cana Panelera,99,53,315
Huila,Aipe,Tuberculos Y Platanos,Platano,362,319,1322
Huila,Aipe,Tuberculos Y Platanos,Yuca,60,58,522
Huila,Algeciras,Cereales,Maiz,1416,1341,3803
Huila,Algeciras,Frutales,Aguacate,171,80,720
Huila,Algeciras,Frutales,Banano,504,269,1883
Huila,Algeciras,Frutales,Cholupa,7,6,42
Huila,Algeciras,Frutales,Citricos,36,24,240
Huila,Algeciras,Frutales,Curuba,14,12,72
Huila,Algeciras,Frutales,Durazno,12,12,66
Huila,Algeciras,Frutales,Granadilla,157,112,1792
Huila,Algeciras,Frutales,Guanabana,28,28,385
Huila,Algeciras,Frutales,Guayaba,10,10,59
Huila,Algeciras,Frutales,Gulupa,7,7,42
Huila,Algeciras,Frutales,Lulo,128,100,597
Huila,Algeciras,Frutales,Mango,5,5,70
Huila,Algeciras,Frutales,Maracuya,122,118,1880
Huila,Algeciras,Frutales,Mora,136,120,777
Huila,Algeciras,Frutales,Papaya,9,9,126
Huila,Algeciras,Frutales,Pitahaya,14,14,98
Huila,Algeciras,Frutales,Pina,12,2,36
Huila,Algeciras,Frutales,Tomate De Arbol,59,57,342
Huila,Algeciras,Frutales,Uva,10,10,105
Huila,Algeciras,Hortalizas,Ahuyama,10,9,92
Huila,Algeciras,Hortalizas,Cebolla De Bulbo,15,15,135
Huila,Algeciras,Hortalizas,Cebolla De Rama,15,15,120
Huila,Algeciras,Hortalizas,Hortalizas Varias,130,130,611
Huila,Algeciras,Hortalizas,Pepino Cohombro,18,18,172
Huila,Algeciras,Hortalizas,Pimenton,12,11,64
Huila,Algeciras,Hortalizas,Tomate,78,78,1210
Huila,Algeciras,Leguminosas,Arveja,70,67,129
Huila,Algeciras,Leguminosas,Frijol,925,899,871
Huila,Algeciras,Leguminosas,Habichuela,144,140,875
Huila,Algeciras,Otros Permanentes,Cacao,393,363,287
Huila,Algeciras,Otros Permanentes,Cafe,5830,4737,5349
Huila,Algeciras,Otros Permanentes,Cana Panelera,317,141,846
Huila,Algeciras,Otros Transitorios,Tabaco Rubio,280,280,652
Huila,Algeciras,Tuberculos Y Platanos,Achira,1,1,1
Huila,Algeciras,Tuberculos Y Platanos,Arracacha,45,45,360
Huila,Algeciras,Tuberculos Y Platanos,Papa,4,4,18
Huila,Algeciras,Tuberculos Y Platanos,Platano,1343,1074,3313
Huila,Algeciras,Tuberculos Y Platanos,Yuca,180,176,1056
Huila,Altamira,Cereales,Arroz,200,200,1449
Huila,Altamira,Cereales,Maiz,102,101,329
Huila,Altamira,Frutales,Aguacate,19,19,171
Huila,Altamira,Frutales,Badea,6,6,90
Huila,Altamira,Frutales,Cholupa,8,1,8
Huila,Altamira,Frutales,Citricos,146,31,275
Huila,Altamira,Frutales,Granadilla,2,2,20
Huila,Altamira,Frutales,Guanabana,55,3,26
Huila,Altamira,Frutales,Lulo,2,2,10
Huila,Altamira,Frutales,Mango,20,0,0
Huila,Altamira,Frutales,Maracuya,73,22,352
Huila,Altamira,Frutales,Melon,53,51,765
Huila,Altamira,Frutales,Mora,1,1,6
Huila,Altamira,Frutales,Papaya,23,3,45
Huila,Altamira,Frutales,Patilla,6,6,83
Huila,Altamira,Frutales,Pina,31,2,36
Huila,Altamira,Frutales,Uva,157,47,564
Huila,Altamira,Hortalizas,Ahuyama,22,19,342
Huila,Altamira,Hortalizas,Hortalizas Varias,10,10,50
Huila,Altamira,Hortalizas,Pimenton,20,14,191
Huila,Altamira,Hortalizas,Tomate,17,16,240
Huila,Altamira,Leguminosas,Frijol,20,16,10
Huila,Altamira,Otros Permanentes,Cacao,10,6,4
Huila,Altamira,Otros Permanentes,Cafe,89,72,76
Huila,Altamira,Otros Permanentes,Cana Panelera,29,11,66
Huila,Altamira,Otros Transitorios,Tabaco Rubio,90,90,234
Huila,Altamira,Tuberculos Y Platanos,Platano,85,45,159
Huila,Altamira,Tuberculos Y Platanos,Yuca,10,8,56
Huila,Baraya,Cereales,Arroz,346,346,2509
Huila,Baraya,Cereales,Maiz,76,66,90
Huila,Baraya,Fibras,Algodon,7,7,19
Huila,Baraya,Frutales,Aguacate,16,16,160
Huila,Baraya,Frutales,Badea,2,2,21
Huila,Baraya,Frutales,Banano,102,19,137
Huila,Baraya,Frutales,Cholupa,8,1,4
Huila,Baraya,Frutales,Citricos,22,2,11
Huila,Baraya,Frutales,Curuba,12,12,72
Huila,Baraya,Frutales,Granadilla,50,6,84
Huila,Baraya,Frutales,Guanabana,2,2,26
Huila,Baraya,Frutales,Lulo,63,12,78
Huila,Baraya,Frutales,Maracuya,37,9,162
Huila,Baraya,Frutales,Mora,13,13,72
Huila,Baraya,Frutales,Papaya,21,4,64
Huila,Baraya,Frutales,Pina,6,6,96
Huila,Baraya,Frutales,Tomate De Arbol,33,9,47
Huila,Baraya,Frutales,Uva,3,3,27
Huila,Baraya,Hortalizas,Ahuyama,3,2,18
Huila,Baraya,Hortalizas,Cebolla De Rama,3,3,23
Huila,Baraya,Hortalizas,Hortalizas Varias,18,14,63
Huila,Baraya,Hortalizas,Pimenton,3,3,15
Huila,Baraya,Hortalizas,Tomate,7,5,75
Huila,Baraya,Leguminosas,Arveja,6,5,8
Huila,Baraya,Leguminosas,Frijol,75,75,45
Huila,Baraya,Leguminosas,Habichuela,7,6,36
Huila,Baraya,Otros Permanentes,Cacao,335,311,187
Huila,Baraya,Otros Permanentes,Cafe,788,695,785
Huila,Baraya,Otros Permanentes,Cana Panelera,130,62,372
Huila,Baraya,Tuberculos Y Platanos,Arracacha,3,2,16
Huila,Baraya,Tuberculos Y Platanos,Platano,162,126,394
Huila,Baraya,Tuberculos Y Platanos,Yuca,15,13,78
Huila,Campoalegre,Cereales,Arroz,12032,12027,86738
Huila,Campoalegre,Cereales,Maiz,1746,1741,5700
Huila,Campoalegre,Cereales,Sorgo,180,180,785
Huila,Campoalegre,Fibras,Algodon,181,181,535
Huila,Campoalegre,Frutales,Aguacate,50,38,227
Huila,Campoalegre,Frutales,Banano,19,11,63
Huila,Campoalegre,Frutales,Cholupa,54,46,345
Huila,Campoalegre,Frutales,Citricos,59,32,256
Huila,Campoalegre,Frutales,Granadilla,21,17,238
Huila,Campoalegre,Frutales,Guanabana,54,48,432
Huila,Campoalegre,Frutales,Guayaba,8,8,40
Huila,Campoalegre,Frutales,Lulo,19,13,98
Huila,Campoalegre,Frutales,Mango,30,24,336
Huila,Campoalegre,Frutales,Maracuya,52,44,704
Huila,Campoalegre,Frutales,Melon,87,87,1650
Huila,Campoalegre,Frutales,Mora,20,10,60
Huila,Campoalegre,Frutales,Papaya,38,24,432
Huila,Campoalegre,Frutales,Patilla,20,20,324
Huila,Campoalegre,Frutales,Pitahaya,1,1,7
Huila,Campoalegre,Frutales,Pina,55,35,665
Huila,Campoalegre,Frutales,Tomate De Arbol,3,1,6
Huila,Campoalegre,Frutales,Uva,14,11,105
Huila,Campoalegre,Hortalizas,Cebolla De Rama,4,4,32
Huila,Campoalegre,Hortalizas,Hortalizas Varias,221,218,1050
Huila,Campoalegre,Hortalizas,Tomate,52,50,777
Huila,Campoalegre,Leguminosas,Arveja,33,33,59
Huila,Campoalegre,Leguminosas,Frijol,463,455,443
Huila,Campoalegre,Leguminosas,Habichuela,43,43,258
Huila,Campoalegre,Otros Permanentes,Cacao,485,444,311
Huila,Campoalegre,Otros Permanentes,Cafe,1760,1399,1533
Huila,Campoalegre,Otros Permanentes,Cana Panelera,172,80,517
Huila,Campoalegre,Otros Transitorios,Tabaco Rubio,451,451,1082
Huila,Campoalegre,Tuberculos Y Platanos,Arracacha,15,12,84
Huila,Campoalegre,Tuberculos Y Platanos,Platano,529,430,1390
Huila,Campoalegre,Tuberculos Y Platanos,Yuca,130,127,699
Huila,Colombia,Cereales,Maiz,575,565,651
Huila,Colombia,Frutales,Aguacate,8,4,40
Huila,Colombia,Frutales,Cholupa,3,3,21
Huila,Colombia,Frutales,Citricos,28,21,123
Huila,Colombia,Frutales,Curuba,5,5,25
Huila,Colombia,Frutales,Granadilla,115,85,1014
Huila,Colombia,Frutales,Guanabana,5,3,18
Huila,Colombia,Frutales,Lulo,104,99,595
Huila,Colombia,Frutales,Maracuya,77,71,923
Huila,Colombia,Frutales,Mora,5,4,18
Huila,Colombia,Frutales,Papaya,19,18,270
Huila,Colombia,Frutales,Pitahaya,12,1,15
Huila,Colombia,Frutales,Pina,5,5,77
Huila,Colombia,Frutales,Tomate De Arbol,57,57,371
Huila,Colombia,Frutales,Uva,5,3,15
Huila,Colombia,Hortalizas,Cebolla De Bulbo,4,4,54
Huila,Colombia,Hortalizas,Hortalizas Varias,40,40,240
Huila,Colombia,Hortalizas,Pepino Cohombro,8,8,40
Huila,Colombia,Hortalizas,Pimenton,12,12,52
Huila,Colombia,Hortalizas,Tomate,33,30,420
Huila,Colombia,Leguminosas,Arveja,100,90,128
Huila,Colombia,Leguminosas,Frijol,1180,1150,1254
Huila,Colombia,Leguminosas,Habichuela,14,14,84
Huila,Colombia,Otros Permanentes,Cacao,296,272,181
Huila,Colombia,Otros Permanentes,Cafe,1828,1554,1571
Huila,Colombia,Otros Permanentes,Cana Panelera,371,355,1775
Huila,Colombia,Tuberculos Y Platanos,Arracacha,12,10,80
Huila,Colombia,Tuberculos Y Platanos,Papa,7,5,23
Huila,Colombia,Tuberculos Y Platanos,Platano,306,283,913
Huila,Colombia,Tuberculos Y Platanos,Yuca,210,186,1116
Huila,Elias,Cereales,Maiz,100,95,299
Huila,Elias,Frutales,Aguacate,33,31,372
Huila,Elias,Frutales,Banano,3,1,6
Huila,Elias,Frutales,Citricos,9,9,63
Huila,Elias,Frutales,Granadilla,2,2,28
Huila,Elias,Frutales,Guanabana,3,1,10
Huila,Elias,Frutales,Guayaba,1,1,5
Huila,Elias,Frutales,Lulo,3,3,18
Huila,Elias,Frutales,Mango,20,20,200
Huila,Elias,Frutales,Maracuya,16,16,240
Huila,Elias,Frutales,Mora,1,1,6
Huila,Elias,Frutales,Papaya,4,4,56
Huila,Elias,Frutales,Pitahaya,1,1,7
Huila,Elias,Frutales,Pina,6,6,84
Huila,Elias,Frutales,Tomate De Arbol,6,6,36
Huila,Elias,Frutales,Uva,7,7,70
Huila,Elias,Hortalizas,Ahuyama,5,5,51
Huila,Elias,Hortalizas,Hortalizas Varias,6,6,18
Huila,Elias,Hortalizas,Tomate,4,4,48
Huila,Elias,Leguminosas,Arveja,4,4,8
Huila,Elias,Leguminosas,Frijol,47,47,34
Huila,Elias,Leguminosas,Habichuela,4,4,16
Huila,Elias,Otros Permanentes,Cacao,134,134,73
Huila,Elias,Otros Permanentes,Cafe,1046,870,968
Huila,Elias,Otros Permanentes,Cana Panelera,24,17,119
Huila,Elias,Tuberculos Y Platanos,Achira,4,4,5
Huila,Elias,Tuberculos Y Platanos,Arracacha,5,5,60
Huila,Elias,Tuberculos Y Platanos,Platano,165,159,504
Huila,Elias,Tuberculos Y Platanos,Yuca,10,10,60
Huila,Garzon,Cereales,Arroz,257,256,1452
Huila,Garzon,Cereales,Maiz,1815,1810,6569
Huila,Garzon,Cereales,Sorgo,7,7,29
Huila,Garzon,Frutales,Aguacate,106,53,954
Huila,Garzon,Frutales,Badea,9,7,98
Huila,Garzon,Frutales,Banano,12,2,24
Huila,Garzon,Frutales,Citricos,159,144,1296
Huila,Garzon,Frutales,Curuba,8,8,40
Huila,Garzon,Frutales,Durazno,20,14,98
Huila,Garzon,Frutales,Granadilla,104,78,1092
Huila,Garzon,Frutales,Guanabana,32,25,245
Huila,Garzon,Frutales,Guayaba,2,2,10
Huila,Garzon,Frutales,Lulo,322,294,2058
Huila,Garzon,Frutales,Mango,10,9,72
Huila,Garzon,Frutales,Maracuya,47,33,495
Huila,Garzon,Frutales,Melon,50,50,800
Huila,Garzon,Frutales,Mora,117,104,520
Huila,Garzon,Frutales,Papaya,32,23,368
Huila,Garzon,Frutales,Patilla,12,12,172
Huila,Garzon,Frutales,Pitahaya,38,29,344
Huila,Garzon,Frutales,Pina,147,139,2224
Huila,Garzon,Frutales,Tomate De Arbol,45,41,226
Huila,Garzon,Frutales,Uva,47,37,402
Huila,Garzon,Hortalizas,Ahuyama,30,23,309
Huila,Garzon,Hortalizas,Cebolla De Bulbo,16,16,105
Huila,Garzon,Hortalizas,Cebolla De Rama,31,30,156
Huila,Garzon,Hortalizas,Hortalizas Varias,97,91,382
Huila,Garzon,Hortalizas,Pepino Cohombro,13,11,104
Huila,Garzon,Hortalizas,Pimenton,27,24,144
Huila,Garzon,Hortalizas,Tomate,57,52,810
Huila,Garzon,Leguminosas,Arveja,51,51,79
Huila,Garzon,Leguminosas,Frijol,1360,1360,1795
Huila,Garzon,Leguminosas,Habichuela,54,40,195
Huila,Garzon,Otros Permanentes,Cacao,118,85,60
Huila,Garzon,Otros Permanentes,Cafe,9487,7820,8567
Huila,Garzon,Otros Permanentes,Cana Panelera,106,58,348
Huila,Garzon,Otros Transitorios,Tabaco Rubio,214,214,493
Huila,Garzon,Tuberculos Y Platanos,Achira,5,4,9
Huila,Garzon,Tuberculos Y Platanos,Arracacha,15,13,72
Huila,Garzon,Tuberculos Y Platanos,Platano,2546,2168,7012
Huila,Garzon,Tuberculos Y Platanos,Yuca,135,132,792
Huila,Gigante,Cereales,Arroz,40,40,283
Huila,Gigante,Cereales,Maiz,935,935,2235
Huila,Gigante,Frutales,Aguacate,132,112,1120
Huila,Gigante,Frutales,Badea,14,14,196
Huila,Gigante,Frutales,Banano,46,46,322
Huila,Gigante,Frutales,Cholupa,7,7,53
Huila,Gigante,Frutales,Citricos,156,156,1404
Huila,Gigante,Frutales,Curuba,5,5,30
Huila,Gigante,Frutales,Durazno,4,4,24
Huila,Gigante,Frutales,Granadilla,48,48,672
Huila,Gigante,Frutales,Guanabana,18,18,162
Huila,Gigante,Frutales,Guayaba,2,2,10
Huila,Gigante,Frutales,Lulo,108,96,672
Huila,Gigante,Frutales,Mango,36,36,360
Huila,Gigante,Frutales,Maracuya,66,29,464
Huila,Gigante,Frutales,Mora,33,33,231
Huila,Gigante,Frutales,Papaya,23,23,391
Huila,Gigante,Frutales,Patilla,8,8,106
Huila,Gigante,Frutales,Pitahaya,7,5,63
Huila,Gigante,Frutales,Pina,11,11,176
Huila,Gigante,Frutales,Tomate De Arbol,17,17,102
Huila,Gigante,Frutales,Uva,29,19,209
Huila,Gigante,Hortalizas,Ahuyama,32,32,480
Huila,Gigante,Hortalizas,Cebolla De Bulbo,16,16,160
Huila,Gigante,Hortalizas,Hortalizas Varias,72,67,335
Huila,Gigante,Hortalizas,Pepino Cohombro,1,1,10
Huila,Gigante,Hortalizas,Pimenton,14,14,70
Huila,Gigante,Hortalizas,Tomate,20,20,300
Huila,Gigante,Leguminosas,Arveja,50,48,101
Huila,Gigante,Leguminosas,Frijol,435,415,387
Huila,Gigante,Leguminosas,Habichuela,32,28,168
Huila,Gigante,Otros Permanentes,Cacao,443,410,267
Huila,Gigante,Otros Permanentes,Cafe,5494,4354,4586
Huila,Gigante,Otros Permanentes,Cana Panelera,168,164,981
Huila,Gigante,Otros Transitorios,Tabaco Rubio,4,4,10
Huila,Gigante,Tuberculos Y Platanos,Achira,6,6,11
Huila,Gigante,Tuberculos Y Platanos,Arracacha,10,10,50
Huila,Gigante,Tuberculos Y Platanos,Platano,1859,1799,5239
Huila,Gigante,Tuberculos Y Platanos,Yuca,150,120,720
Huila,Guadalupe,Cereales,Maiz,315,313,1300
Huila,Guadalupe,Frutales,Aguacate,51,31,372
Huila,Guadalupe,Frutales,Badea,3,1,13
Huila,Guadalupe,Frutales,Banano,12,5,33
Huila,Guadalupe,Frutales,Citricos,67,55,440
Huila,Guadalupe,Frutales,Curuba,7,3,16
Huila,Guadalupe,Frutales,Durazno,5,3,18
Huila,Guadalupe,Frutales,Granadilla,42,19,228
Huila,Guadalupe,Frutales,Guanabana,7,1,9
Huila,Guadalupe,Frutales,Gulupa,5,1,6
Huila,Guadalupe,Frutales,Lulo,14,5,35
Huila,Guadalupe,Frutales,Mango,6,3,30
Huila,Guadalupe,Frutales,Maracuya,89,34,469
Huila,Guadalupe,Frutales,Mora,10,7,39
Huila,Guadalupe,Frutales,Papaya,14,6,84
Huila,Guadalupe,Frutales,Pitahaya,13,8,80
Huila,Guadalupe,Frutales,Pina,6,1,16
Huila,Guadalupe,Frutales,Tomate De Arbol,12,8,44
Huila,Guadalupe,Frutales,Uva,31,17,153
Huila,Guadalupe,Hortalizas,Ahuyama,28,27,486
Huila,Guadalupe,Hortalizas,Cebolla De Rama,15,14,70
Huila,Guadalupe,Hortalizas,Hortalizas Varias,11,9,36
Huila,Guadalupe,Hortalizas,Tomate,18,16,228
Huila,Guadalupe,Leguminosas,Arveja,16,14,25
Huila,Guadalupe,Leguminosas,Frijol,77,66,66
Huila,Guadalupe,Leguminosas,Habichuela,8,7,40
Huila,Guadalupe,Otros Permanentes,Cacao,102,82,53
Huila,Guadalupe,Otros Permanentes,Cafe,5105,4309,4721
Huila,Guadalupe,Otros Permanentes,Cana Panelera,53,24,144
Huila,Guadalupe,Tuberculos Y Platanos,Arracacha,45,42,294
Huila,Guadalupe,Tuberculos Y Platanos,Platano,994,799,3354
Huila,Guadalupe,Tuberculos Y Platanos,Yuca,54,50,300
Huila,Hobo,Cereales,Arroz,196,196,1384
Huila,Hobo,Cereales,Maiz,128,128,402
Huila,Hobo,Cereales,Sorgo,17,17,74
Huila,Hobo,Frutales,Aguacate,7,3,30
Huila,Hobo,Frutales,Badea,3,3,36
Huila,Hobo,Frutales,Banano,14,5,30
Huila,Hobo,Frutales,Citricos,10,6,50
Huila,Hobo,Frutales,Granadilla,8,6,90
Huila,Hobo,Frutales,Guanabana,4,4,39
Huila,Hobo,Frutales,Guayaba,2,2,8
Huila,Hobo,Frutales,Lulo,15,13,75
Huila,Hobo,Frutales,Mango,5,4,48
Huila,Hobo,Frutales,Maracuya,11,7,104
Huila,Hobo,Frutales,Melon,52,52,1056
Huila,Hobo,Frutales,Mora,42,34,218
Huila,Hobo,Frutales,Patilla,3,3,46
Huila,Hobo,Frutales,Pina,10,5,90
Huila,Hobo,Frutales,Tomate De Arbol,9,7,49
Huila,Hobo,Hortalizas,Hortalizas Varias,17,16,78
Huila,Hobo,Hortalizas,Tomate,10,10,156
Huila,Hobo,Leguminosas,Frijol,49,47,41
Huila,Hobo,Otros Permanentes,Cacao,94,81,56
Huila,Hobo,Otros Permanentes,Cafe,1016,849,930
Huila,Hobo,Otros Permanentes,Cana Panelera,17,11,66
Huila,Hobo,Otros Transitorios,Tabaco Rubio,8,8,20
Huila,Hobo,Tuberculos Y Platanos,Arracacha,4,4,28
Huila,Hobo,Tuberculos Y Platanos,Platano,136,106,351
Huila,Hobo,Tuberculos Y Platanos,Yuca,85,76,456
Huila,Iquira,Cereales,Arroz,55,55,407
Huila,Iquira,Cereales,Maiz,404,403,900
Huila,Iquira,Frutales,Aguacate,42,32,388
Huila,Iquira,Frutales,Badea,5,1,11
Huila,Iquira,Frutales,Cholupa,4,1,6
Huila,Iquira,Frutales,Granadilla,82,63,1011
Huila,Iquira,Frutales,Guanabana,17,10,155
Huila,Iquira,Frutales,Gulupa,7,3,17
Huila,Iquira,Frutales,Lulo,18,8,48
Huila,Iquira,Frutales,Maracuya,5,2,35
Huila,Iquira,Frutales,Mora,15,11,64
Huila,Iquira,Frutales,Pitahaya,2,0,1
Huila,Iquira,Frutales,Pina,8,5,86
Huila,Iquira,Frutales,Tomate De Arbol,10,7,41
Huila,Iquira,Hortalizas,Cebolla De Rama,8,6,32
Huila,Iquira,Hortalizas,Hortalizas Varias,23,22,42
Huila,Iquira,Hortalizas,Tomate,32,31,402
Huila,Iquira,Leguminosas,Arveja,32,29,40
Huila,Iquira,Leguminosas,Frijol,530,530,456
Huila,Iquira,Leguminosas,Habichuela,11,10,34
Huila,Iquira,Otros Permanentes,Cacao,189,157,78
Huila,Iquira,Otros Permanentes,Cafe,2549,2095,2296
Huila,Iquira,Otros Permanentes,Cana Panelera,135,46,254
Huila,Iquira,Tuberculos Y Platanos,Platano,847,696,2141
Huila,Iquira,Tuberculos Y Platanos,Yuca,56,55,164
Huila,Isnos,Cereales,Maiz,1041,1041,2851
Huila,Isnos,Frutales,Aguacate,223,64,762
Huila,Isnos,Frutales,Banano,5,5,35
Huila,Isnos,Frutales,Citricos,22,22,48
Huila,Isnos,Frutales,Granadilla,78,72,1008
Huila,Isnos,Frutales,Guayaba,4,4,20
Huila,Isnos,Frutales,Lulo,162,111,1066
Huila,Isnos,Frutales,Mango,2,2,20
Huila,Isnos,Frutales,Mora,210,148,962
