Departamento,Municipio,Tipo_Cultivo,Cultivo,Hectareas_sembradas,Hectareas_cosechadas,Toneladas
Cundinamarca,San Juan De Rioseco,Frutales,Granadilla,3,0,0
Cundinamarca,San Juan De Rioseco,Frutales,Limon,19,18,108
Cundinamarca,San Juan De Rioseco,Frutales,Lulo,5,4,16
Cundinamarca,San Juan De Rioseco,Frutales,Mandarina,17,17,85
Cundinamarca,San Juan De Rioseco,Frutales,Mango,10,5,25
Cundinamarca,San Juan De Rioseco,Frutales,Maracuya,7,2,12
Cundinamarca,San Juan De Rioseco,Frutales,Naranja,24,24,168
Cundinamarca,San Juan De Rioseco,Frutales,Pina,25,19,475
Cundinamarca,San Juan De Rioseco,Hortalizas,Ahuyama,2,2,27
Cundinamarca,San Juan De Rioseco,Hortalizas,Cilantro,2,2,10
Cundinamarca,San Juan De Rioseco,Hortalizas,Tomate,6,6,93
Cundinamarca,San Juan De Rioseco,Leguminosas,Frijol,49,49,48
Cundinamarca,San Juan De Rioseco,Otros Permanentes,Cacao,45,38,15
Cundinamarca,San Juan De Rioseco,Otros Permanentes,Cafe,2043,1841,1862
Cundinamarca,San Juan De Rioseco,Otros Permanentes,Cana Panelera,201,195,585
Cundinamarca,San Juan De Rioseco,Tuberculos Y Platanos,Platano,17,2,16
Cundinamarca,San Juan De Rioseco,Tuberculos Y Platanos,Yuca,35,35,455
Cundinamarca,Sasaima,Cereales,Maiz,16,14,28
Cundinamarca,Sasaima,Flores Y Follajes,Flores Y Follajes,4,4,280
Cundinamarca,Sasaima,Frutales,Aguacate,48,42,252
Cundinamarca,Sasaima,Frutales,Guanabana,20,20,40
Cundinamarca,Sasaima,Frutales,Mandarina,100,100,700
Cundinamarca,Sasaima,Frutales,Naranja,260,240,1440
Cundinamarca,Sasaima,Hortalizas,Hortalizas Varias,9,9,54
Cundinamarca,Sasaima,Hortalizas,Tomate,31,24,360
Cundinamarca,Sasaima,Leguminosas,Frijol,9,7,10
Cundinamarca,Sasaima,Otros Permanentes,Cacao,70,67,34
Cundinamarca,Sasaima,Otros Permanentes,Cafe,858,728,1327
Cundinamarca,Sasaima,Otros Permanentes,Cana Panelera,369,356,1780
Cundinamarca,Sasaima,Tuberculos Y Platanos,Platano,782,762,9144
Cundinamarca,Sasaima,Tuberculos Y Platanos,Yuca,5,4,60
Cundinamarca,Sesquile,Hortalizas,Zanahoria,6,6,102
Cundinamarca,Sesquile,Leguminosas,Arveja,7,7,11
Cundinamarca,Sesquile,Tuberculos Y Platanos,Papa,2435,2435,59090
Cundinamarca,Sibate,Cereales,Maiz,62,30,76
Cundinamarca,Sibate,Frutales,Curuba,5,4,60
Cundinamarca,Sibate,Frutales,Feijoa,14,13,66
Cundinamarca,Sibate,Frutales,Fresa,309,294,22050
Cundinamarca,Sibate,Frutales,Mora,20,16,295
Cundinamarca,Sibate,Frutales,Tomate De Arbol,30,24,632
Cundinamarca,Sibate,Hortalizas,Hortalizas Varias,119,119,1190
Cundinamarca,Sibate,Hortalizas,Zanahoria,125,125,4075
Cundinamarca,Sibate,Leguminosas,Arveja,64,64,81
Cundinamarca,Sibate,Tuberculos Y Platanos,Papa,2734,2729,65500
Cundinamarca,Silvania,Cereales,Maiz,300,300,770
Cundinamarca,Silvania,Frutales,Aguacate,88,58,1160
Cundinamarca,Silvania,Frutales,Mora,579,574,5740
Cundinamarca,Silvania,Frutales,Tomate De Arbol,205,120,1440
Cundinamarca,Silvania,Leguminosas,Arveja,150,150,176
Cundinamarca,Silvania,Leguminosas,Frijol,240,240,504
Cundinamarca,Silvania,Leguminosas,Habichuela,55,55,385
Cundinamarca,Silvania,Otros Permanentes,Cafe,508,448,453
Cundinamarca,Silvania,Tuberculos Y Platanos,Platano,154,154,755
Cundinamarca,Simijaca,Cereales,Maiz,1050,810,2025
Cundinamarca,Simijaca,Frutales,Fresa,2,2,45
Cundinamarca,Simijaca,Hortalizas,Cebolla De Bulbo,50,48,720
Cundinamarca,Simijaca,Hortalizas,Zanahoria,350,340,7140
Cundinamarca,Simijaca,Leguminosas,Arveja,370,360,379
Cundinamarca,Simijaca,Leguminosas,Frijol,102,88,126
Cundinamarca,Simijaca,Tuberculos Y Platanos,Papa,300,260,4680
Cundinamarca,Soacha,Flores Y Follajes,Rosa,49,45,1335
Cundinamarca,Soacha,Frutales,Fresa,70,66,3960
Cundinamarca,Soacha,Hortalizas,Acelga,24,17,187
Cundinamarca,Soacha,Hortalizas,Apio,30,26,286
Cundinamarca,Soacha,Hortalizas,Brocoli,40,38,570
Cundinamarca,Soacha,Hortalizas,Coliflor,24,21,336
Cundinamarca,Soacha,Hortalizas,Lechuga,48,42,714
Cundinamarca,Soacha,Leguminosas,Arveja,126,108,265
Cundinamarca,Soacha,Tuberculos Y Platanos,Papa,870,817,15906
Cundinamarca,Sopo,Cereales,Maiz,42,42,105
Cundinamarca,Sopo,Frutales,Arandano,2,2,12
Cundinamarca,Sopo,Frutales,Durazno,26,24,240
Cundinamarca,Sopo,Frutales,Fresa,4,3,120
Cundinamarca,Sopo,Frutales,Tomate De Arbol,2,2,40
Cundinamarca,Sopo,Hortalizas,Ajo,40,40,475
Cundinamarca,Sopo,Hortalizas,Brocoli,3,3,48
Cundinamarca,Sopo,Hortalizas,Cebolla De Bulbo,13,13,130
Cundinamarca,Sopo,Hortalizas,Cilantro,3,3,30
Cundinamarca,Sopo,Hortalizas,Coliflor,3,3,48
Cundinamarca,Sopo,Hortalizas,Lechuga,33,33,330
Cundinamarca,Sopo,Plantas Aromaticas Condimentarias Y Medicinales,Menta,6,4,36
Cundinamarca,Sopo,Tuberculos Y Platanos,Papa,95,95,1875
Cundinamarca,Subachoque,Cereales,Maiz,188,188,1184
Cundinamarca,Subachoque,Frutales,Durazno,38,38,266
Cundinamarca,Subachoque,Hortalizas,Zanahoria,135,135,4320
Cundinamarca,Subachoque,Leguminosas,Arveja,109,109,207
Cundinamarca,Subachoque,Tuberculos Y Platanos,Papa,1055,1055,21650
Cundinamarca,Suesca,Cereales,Cebada,90,70,280
Cundinamarca,Suesca,Flores Y Follajes,Clavel,117,116,2925
Cundinamarca,Suesca,Flores Y Follajes,Rosa,135,134,4014
Cundinamarca,Suesca,Frutales,Fresa,5,5,287
Cundinamarca,Suesca,Frutales,Mora,2,1,13
Cundinamarca,Suesca,Hortalizas,Tomate,2,2,160
Cundinamarca,Suesca,Leguminosas,Arveja,50,50,70
Cundinamarca,Suesca,Tuberculos Y Platanos,Papa,1775,1775,55221
Cundinamarca,Supata,Cereales,Maiz,26,24,42
Cundinamarca,Supata,Frutales,Aguacate,26,18,156
Cundinamarca,Supata,Frutales,Naranja,111,101,607
Cundinamarca,Supata,Hortalizas,Cebolla De Rama,4,2,22
Cundinamarca,Supata,Hortalizas,Cilantro,4,3,17
Cundinamarca,Supata,Hortalizas,Hortalizas Varias,10,10,58
Cundinamarca,Supata,Hortalizas,Tomate,2,2,15
Cundinamarca,Supata,Leguminosas,Frijol,19,15,19
Cundinamarca,Supata,Otros Permanentes,Cafe,911,734,865
Cundinamarca,Supata,Otros Permanentes,Cana Panelera,296,292,1137
Cundinamarca,Supata,Tuberculos Y Platanos,Arracacha,1,1,7
Cundinamarca,Supata,Tuberculos Y Platanos,Platano,207,187,1019
Cundinamarca,Supata,Tuberculos Y Platanos,Yuca,12,12,81
Cundinamarca,Susa,Cereales,Maiz,30,30,75
Cundinamarca,Susa,Cereales,Trigo,10,10,100
Cundinamarca,Susa,Frutales,Fresa,4,2,50
Cundinamarca,Susa,Frutales,Uchuva,7,5,25
Cundinamarca,Susa,Hortalizas,Cebolla De Bulbo,45,45,540
Cundinamarca,Susa,Hortalizas,Cebolla De Rama,25,25,220
Cundinamarca,Susa,Hortalizas,Tomate,36,36,1080
Cundinamarca,Susa,Leguminosas,Arveja,100,100,141
Cundinamarca,Susa,Leguminosas,Frijol,10,10,18
Cundinamarca,Susa,Plantas Aromaticas Condimentarias Y Medicinales,Sabila,2,2,40
Cundinamarca,Susa,Tuberculos Y Platanos,Papa,1010,840,18910
Cundinamarca,Sutatausa,Frutales,Curuba,1,0,1
Cundinamarca,Sutatausa,Frutales,Mora,0,0,1
Cundinamarca,Sutatausa,Leguminosas,Arveja,18,18,28
Cundinamarca,Sutatausa,Tuberculos Y Platanos,Papa,185,185,3500
Cundinamarca,Tabio,Cereales,Maiz,61,57,143
Cundinamarca,Tabio,Hortalizas,Zanahoria,80,76,1900
Cundinamarca,Tabio,Leguminosas,Arveja,54,50,79
Cundinamarca,Tabio,Tuberculos Y Platanos,Papa,138,134,3082
Cundinamarca,Tausa,Hortalizas,Zanahoria,270,261,7830
Cundinamarca,Tausa,Leguminosas,Arveja,230,230,564
Cundinamarca,Tausa,Tuberculos Y Platanos,Papa,14715,14580,383152
Cundinamarca,Tena,Cereales,Maiz,21,19,44
Cundinamarca,Tena,Frutales,Aguacate,36,33,148
Cundinamarca,Tena,Frutales,Lulo,2,1,6
Cundinamarca,Tena,Frutales,Mandarina,129,125,872
Cundinamarca,Tena,Frutales,Mango,254,246,2947
Cundinamarca,Tena,Frutales,Maracuya,22,17,165
Cundinamarca,Tena,Leguminosas,Arveja,13,13,25
Cundinamarca,Tena,Otros Permanentes,Cafe,372,359,236
Cundinamarca,Tena,Plantas Aromaticas Condimentarias Y Medicinales,Albahaca,24,22,110
Cundinamarca,Tena,Plantas Aromaticas Condimentarias Y Medicinales,Limonaria,26,24,78
Cundinamarca,Tena,Tuberculos Y Platanos,Arracacha,3,3,23
Cundinamarca,Tena,Tuberculos Y Platanos,Platano,21,21,109
Cundinamarca,Tena,Tuberculos Y Platanos,Yuca,3,2,18
Cundinamarca,Tenjo,Cereales,Maiz,720,573,1433
Cundinamarca,Tenjo,Frutales,Lulo,2,1,10
Cundinamarca,Tenjo,Frutales,Tomate De Arbol,9,8,100
Cundinamarca,Tenjo,Hortalizas,Acelga,2,2,36
Cundinamarca,Tenjo,Hortalizas,Brocoli,13,13,234
Cundinamarca,Tenjo,Hortalizas,Cilantro,6,6,42
Cundinamarca,Tenjo,Hortalizas,Coliflor,2,2,40
Cundinamarca,Tenjo,Hortalizas,Espinaca,36,33,660
Cundinamarca,Tenjo,Hortalizas,Lechuga,780,700,16100
Cundinamarca,Tenjo,Hortalizas,Tomate,106,106,9660
Cundinamarca,Tenjo,Hortalizas,Zanahoria,63,63,1512
Cundinamarca,Tenjo,Leguminosas,Arveja,110,72,84
Cundinamarca,Tenjo,Tuberculos Y Platanos,Papa,910,820,18860
Cundinamarca,Tibacuy,Cereales,Maiz,45,45,90
Cundinamarca,Tibacuy,Frutales,Aguacate,25,18,72
Cundinamarca,Tibacuy,Frutales,Guanabana,10,0,0
Cundinamarca,Tibacuy,Frutales,Limon,43,38,342
Cundinamarca,Tibacuy,Frutales,Mandarina,34,24,144
Cundinamarca,Tibacuy,Frutales,Mango,60,55,366
Cundinamarca,Tibacuy,Frutales,Naranja,39,31,183
Cundinamarca,Tibacuy,Hortalizas,Pepino Cohombro,9,9,108
Cundinamarca,Tibacuy,Hortalizas,Tomate,12,11,165
Cundinamarca,Tibacuy,Leguminosas,Frijol,17,16,33
Cundinamarca,Tibacuy,Leguminosas,Habichuela,14,12,48
Cundinamarca,Tibacuy,Otros Permanentes,Cafe,910,810,533
Cundinamarca,Tibacuy,Tuberculos Y Platanos,Platano,44,44,207
Cundinamarca,Tibirita,Cereales,Maiz,25,25,26
Cundinamarca,Tibirita,Frutales,Aguacate,12,11,44
Cundinamarca,Tibirita,Frutales,Durazno,2,0,0
Cundinamarca,Tibirita,Frutales,Frambuesa,2,2,6
Cundinamarca,Tibirita,Frutales,Lulo,9,8,80
Cundinamarca,Tibirita,Frutales,Mora,3,2,20
Cundinamarca,Tibirita,Frutales,Tomate De Arbol,1,1,5
Cundinamarca,Tibirita,Hortalizas,Ahuyama,5,5,50
Cundinamarca,Tibirita,Hortalizas,Calabacin,5,5,40
Cundinamarca,Tibirita,Hortalizas,Tomate,5,5,50
Cundinamarca,Tibirita,Leguminosas,Arveja,3,3,4
Cundinamarca,Tibirita,Leguminosas,Frijol,50,50,88
Cundinamarca,Tibirita,Leguminosas,Garbanzo,2,2,6
Cundinamarca,Tibirita,Otros Permanentes,Cafe,175,170,196
Cundinamarca,Tibirita,Otros Permanentes,Cana Panelera,18,16,208
Cundinamarca,Tibirita,Tuberculos Y Platanos,Arracacha,5,5,35
Cundinamarca,Tibirita,Tuberculos Y Platanos,Papa,200,200,3600
Cundinamarca,Tibirita,Tuberculos Y Platanos,Yuca,4,4,28
Cundinamarca,Tocaima,Cereales,Arroz,398,398,1720
Cundinamarca,Tocaima,Cereales,Maiz,310,130,130
Cundinamarca,Tocaima,Frutales,Anon,118,88,176
Cundinamarca,Tocaima,Frutales,Limon,353,200,800
Cundinamarca,Tocaima,Frutales,Mandarina,76,21,84
Cundinamarca,Tocaima,Frutales,Mango,944,772,3860
Cundinamarca,Tocaima,Frutales,Naranja,237,161,966
Cundinamarca,Tocaima,Hortalizas,Ahuyama,172,67,438
Cundinamarca,Tocaima,Otros Permanentes,Cacao,85,42,34
Cundinamarca,Tocaima,Otros Permanentes,Cafe,113,104,88
Cundinamarca,Tocaima,Otros Permanentes,Cana Panelera,515,460,1380
Cundinamarca,Tocaima,Tuberculos Y Platanos,Platano,136,136,666
Cundinamarca,Tocaima,Tuberculos Y Platanos,Yuca,8,6,42
Cundinamarca,Tocancipa,Cereales,Maiz,10,8,18
Cundinamarca,Tocancipa,Flores Y Follajes,Rosa,295,295,8835
Cundinamarca,Tocancipa,Frutales,Durazno,7,7,28
Cundinamarca,Tocancipa,Hortalizas,Cebolla De Bulbo,7,7,119
Cundinamarca,Tocancipa,Hortalizas,Lechuga,51,48,672
Cundinamarca,Tocancipa,Hortalizas,Tomate,2,2,24
Cundinamarca,Tocancipa,Leguminosas,Arveja,13,12,12
Cundinamarca,Tocancipa,Tuberculos Y Platanos,Papa,25,23,405
Cundinamarca,Topaipi,Cereales,Maiz,42,40,80
Cundinamarca,Topaipi,Frutales,Mora,2,0,0
Cundinamarca,Topaipi,Frutales,Naranja,582,580,2320
Cundinamarca,Topaipi,Hortalizas,Ahuyama,2,2,6
Cundinamarca,Topaipi,Hortalizas,Cilantro,1,1,4
Cundinamarca,Topaipi,Hortalizas,Tomate,2,2,80
Cundinamarca,Topaipi,Leguminosas,Frijol,18,18,22
Cundinamarca,Topaipi,Otros Permanentes,Cacao,140,64,26
Cundinamarca,Topaipi,Otros Permanentes,Cafe,616,512,561
Cundinamarca,Topaipi,Otros Permanentes,Cana Panelera,173,135,675
Cundinamarca,Topaipi,Tuberculos Y Platanos,Platano,190,160,1596
Cundinamarca,Topaipi,Tuberculos Y Platanos,Yuca,80,80,1840
Cundinamarca,Ubala,Cereales,Maiz,135,135,134
Cundinamarca,Ubala,Frutales,Gulupa,12,8,176
Cundinamarca,Ubala,Frutales,Mora,5,3,30
Cundinamarca,Ubala,Hortalizas,Tomate,6,6,182
Cundinamarca,Ubala,Leguminosas,Arveja,12,12,25
Cundinamarca,Ubala,Leguminosas,Frijol,135,134,136
Cundinamarca,Ubala,Leguminosas,Habichuela,4,4,26
Cundinamarca,Ubala,Otros Permanentes,Cacao,122,122,110
Cundinamarca,Ubala,Otros Permanentes,Cafe,170,141,258
Cundinamarca,Ubala,Otros Permanentes,Cana Panelera,410,396,2178
Cundinamarca,Ubala,Tuberculos Y Platanos,Arracacha,6,6,48
Cundinamarca,Ubala,Tuberculos Y Platanos,Papa,7,7,90
Cundinamarca,Ubala,Tuberculos Y Platanos,Platano,214,214,2140
Cundinamarca,Ubala,Tuberculos Y Platanos,Yuca,7,7,70
Cundinamarca,Ubaque,Cereales,Maiz,171,171,428
Cundinamarca,Ubaque,Frutales,Aguacate,3,0,0
Cundinamarca,Ubaque,Frutales,Feijoa,3,3,24
Cundinamarca,Ubaque,Frutales,Lulo,4,2,12
Cundinamarca,Ubaque,Frutales,Tomate De Arbol,7,5,45
Cundinamarca,Ubaque,Hortalizas,Ahuyama,32,32,160
Cundinamarca,Ubaque,Hortalizas,Cebolla De Bulbo,381,381,7620
Cundinamarca,Ubaque,Hortalizas,Cilantro,33,33,231
Cundinamarca,Ubaque,Hortalizas,Pepino Guiso,18,18,144
Cundinamarca,Ubaque,Hortalizas,Pimenton,60,60,1800
Cundinamarca,Ubaque,Hortalizas,Tomate,90,90,2700
Cundinamarca,Ubaque,Hortalizas,Zanahoria,67,67,1206
Cundinamarca,Ubaque,Leguminosas,Arveja,29,29,73
Cundinamarca,Ubaque,Leguminosas,Frijol,59,59,124
Cundinamarca,Ubaque,Leguminosas,Habichuela,1168,1168,14016
Cundinamarca,Ubaque,Otros Permanentes,Cafe,98,95,104
Cundinamarca,Ubaque,Plantas Aromaticas Condimentarias Y Medicinales,Sabila,2,0,0
Cundinamarca,Ubaque,Plantas Aromaticas Condimentarias Y Medicinales,Tomillo,73,73,438
Cundinamarca,Ubaque,Tuberculos Y Platanos,Arracacha,5,5,90
Cundinamarca,Ubaque,Tuberculos Y Platanos,Papa,388,388,8536
Cundinamarca,Ubate,Cereales,Maiz,61,58,145
Cundinamarca,Ubate,Flores Y Follajes,Limonium,19,19,19
Cundinamarca,Ubate,Flores Y Follajes,Rosa,3,3,75
Cundinamarca,Ubate,Flores Y Follajes,Statice,4,4,4
Cundinamarca,Ubate,Frutales,Agraz,1,0,0
Cundinamarca,Ubate,Frutales,Curuba,1,1,14
Cundinamarca,Ubate,Frutales,Durazno,6,6,56
Cundinamarca,Ubate,Frutales,Feijoa,1,0,0
Cundinamarca,Ubate,Frutales,Fresa,9,4,120
Cundinamarca,Ubate,Frutales,Granadilla,0,0,3
Cundinamarca,Ubate,Frutales,Gulupa,1,0,0
Cundinamarca,Ubate,Frutales,Mora,1,0,2
Cundinamarca,Ubate,Frutales,Tomate De Arbol,3,2,20
Cundinamarca,Ubate,Frutales,Uchuva,7,6,55
Cundinamarca,Ubate,Hortalizas,Cebolla De Bulbo,54,53,689
Cundinamarca,Ubate,Leguminosas,Arveja,20,19,19
Cundinamarca,Ubate,Leguminosas,Frijol,15,15,37
Cundinamarca,Ubate,Tuberculos Y Platanos,Papa,900,849,16760
Cundinamarca,Une,Cereales,Maiz,700,590,5132
Cundinamarca,Une,Frutales,Mora,11,10,100
Cundinamarca,Une,Frutales,Tomate De Arbol,20,19,342
Cundinamarca,Une,Frutales,Uchuva,12,11,189
Cundinamarca,Une,Hortalizas,Cebolla De Bulbo,279,263,8036
Cundinamarca,Une,Hortalizas,Cilantro,530,470,8930
Cundinamarca,Une,Hortalizas,Zanahoria,92,86,3128
Cundinamarca,Une,Leguminosas,Arveja,25,20,25
Cundinamarca,Une,Tuberculos Y Platanos,Arracacha,6,5,85
Cundinamarca,Une,Tuberculos Y Platanos,Papa,2990,2838,85436
Cundinamarca,Utica,Cereales,Maiz,35,35,35
Cundinamarca,Utica,Frutales,Guanabana,6,5,9
Cundinamarca,Utica,Frutales,Limon,3,2,11
Cundinamarca,Utica,Frutales,Maracuya,3,2,12
Cundinamarca,Utica,Otros Permanentes,Cana Panelera,2997,2932,14660
Cundinamarca,Utica,Tuberculos Y Platanos,Yuca,11,8,56
Cundinamarca,Venecia,Cereales,Maiz,45,45,102
Cundinamarca,Venecia,Frutales,Aguacate,59,23,322
Cundinamarca,Venecia,Frutales,Banano,103,76,1216
Cundinamarca,Venecia,Frutales,Chirimoya,43,19,228
Cundinamarca,Venecia,Frutales,Granadilla,3,0,0
Cundinamarca,Venecia,Frutales,Mora,131,116,1160
Cundinamarca,Venecia,Frutales,Pitahaya,27,17,102
Cundinamarca,Venecia,Frutales,Tomate De Arbol,136,121,1452
Cundinamarca,Venecia,Hortalizas,Pepino Guiso,20,18,180
Cundinamarca,Venecia,Hortalizas,Tomate,12,10,150
Cundinamarca,Venecia,Leguminosas,Arveja,25,22,39
Cundinamarca,Venecia,Leguminosas,Frijol,37,36,61
Cundinamarca,Venecia,Leguminosas,Habichuela,35,33,330
Cundinamarca,Venecia,Otros Permanentes,Cafe,435,381,257
Cundinamarca,Venecia,Tuberculos Y Platanos,Platano,56,56,246
Cundinamarca,Vergara,Cereales,Maiz,40,40,112
Cundinamarca,Vergara,Frutales,Aguacate,36,32,128
Cundinamarca,Vergara,Frutales,Lima,5,5,77
Cundinamarca,Vergara,Frutales,Mandarina,8,8,56
Cundinamarca,Vergara,Frutales,Naranja,7,7,60
Cundinamarca,Vergara,Hortalizas,Hortalizas Varias,10,10,60
Cundinamarca,Vergara,Leguminosas,Frijol,3,3,3
Cundinamarca,Vergara,Otros Permanentes,Cacao,209,144,86
Cundinamarca,Vergara,Otros Permanentes,Cafe,1376,1068,1260
Cundinamarca,Vergara,Otros Permanentes,Cana Panelera,1378,1308,5232
Cundinamarca,Vergara,Tuberculos Y Platanos,Platano,176,161,1040
Cundinamarca,Vergara,Tuberculos Y Platanos,Yuca,8,8,80
Cundinamarca,Viani,Cereales,Maiz,14,14,28
Cundinamarca,Viani,Forestales,Caucho,11,4,4
Cundinamarca,Viani,Frutales,Aguacate,9,2,16
Cundinamarca,Viani,Frutales,Banano,502,493,4437
Cundinamarca,Viani,Hortalizas,Tomate,6,6,90
Cundinamarca,Viani,Leguminosas,Frijol,8,8,8
Cundinamarca,Viani,Leguminosas,Habichuela,8,8,104
Cundinamarca,Viani,Otros Permanentes,Cafe,982,853,791
Cundinamarca,Viani,Otros Permanentes,Cana Panelera,467,453,3171
Cundinamarca,Viani,Tuberculos Y Platanos,Platano,121,111,666
Cundinamarca,Viani,Tuberculos Y Platanos,Yuca,3,3,27
Cundinamarca,Villagomez,Cereales,Maiz,85,70,123
Cundinamarca,Villagomez,Frutales,Aguacate,1,0,0
Cundinamarca,Villagomez,Frutales,Granadilla,3,1,10
Cundinamarca,Villagomez,Frutales,Naranja,12,10,100
Cundinamarca,Villagomez,Leguminosas,Arveja,4,4,6
Cundinamarca,Villagomez,Leguminosas,Frijol,63,50,84
Cundinamarca,Villagomez,Otros Permanentes,Cafe,142,109,184
Cundinamarca,Villagomez,Otros Permanentes,Cana Panelera,128,108,540
Cundinamarca,Villagomez,Tuberculos Y Platanos,Platano,26,16,80
Cundinamarca,Villagomez,Tuberculos Y Platanos,Yuca,40,40,400
Cundinamarca,Villapinzon,Cereales,Maiz,49,49,123
Cundinamarca,Villapinzon,Frutales,Fresa,47,17,1190
Cundinamarca,Villapinzon,Frutales,Mora,33,16,160
Cundinamarca,Villapinzon,Frutales,Tomate De Arbol,24,10,120
Cundinamarca,Villapinzon,Hortalizas,Zanahoria,425,415,11620
Cundinamarca,Villapinzon,Tuberculos Y Platanos,Papa,13920,13865,382170
Cundinamarca,Villeta,Cereales,Maiz,370,345,345
Cundinamarca,Villeta,Frutales,Aguacate,39,25,139
Cundinamarca,Villeta,Frutales,Banano,27,23,115
Cundinamarca,Villeta,Frutales,Citricos,70,64,384
Cundinamarca,Villeta,Frutales,Mango,8,3,18
Cundinamarca,Villeta,Hortalizas,Tomate,18,16,148
Cundinamarca,Villeta,Leguminosas,Arveja,4,4,4
Cundinamarca,Villeta,Leguminosas,Frijol,20,18,12
Cundinamarca,Villeta,Otros Permanentes,Cacao,4,4,4
Cundinamarca,Villeta,Otros Permanentes,Cafe,136,125,136
Cundinamarca,Villeta,Otros Permanentes,Cana Panelera,3356,3334,20004
Cundinamarca,Villeta,Tuberculos Y Platanos,Arracacha,15,15,105
Cundinamarca,Villeta,Tuberculos Y Platanos,Platano,20,16,128
Cundinamarca,Villeta,Tuberculos Y Platanos,Yuca,30,30,600
Cundinamarca,Viota,Cereales,Maiz,1200,1200,2400
Cundinamarca,Viota,Frutales,Aguacate,134,104,624
Cundinamarca,Viota,Frutales,Citricos,479,457,2652
Cundinamarca,Viota,Frutales,Mango,797,751,3755
Cundinamarca,Viota,Frutales,Mora,9,9,90
Cundinamarca,Viota,Otros Permanentes,Cacao,330,293,176
Cundinamarca,Viota,Otros Permanentes,Cafe,3918,3362,4114
Cundinamarca,Viota,Otros Permanentes,Cana Panelera,67,67,268
Cundinamarca,Viota,Tuberculos Y Platanos,Platano,727,677,6093
Cundinamarca,Viota,Tuberculos Y Platanos,Yuca,10,10,150
Cundinamarca,Yacopi,Cereales,Maiz,1227,1145,2004
Cundinamarca,Yacopi,Flores Y Follajes,Heliconia,4,4,24
Cundinamarca,Yacopi,Frutales,Aguacate,105,76,608
Cundinamarca,Yacopi,Frutales,Mandarina,206,200,1200
Cundinamarca,Yacopi,Hortalizas,Tomate,6,4,22
Cundinamarca,Yacopi,Leguminosas,Frijol,16,10,14
Cundinamarca,Yacopi,Otros Permanentes,Cacao,2571,2351,940
Cundinamarca,Yacopi,Otros Permanentes,Cafe,839,734,742
Cundinamarca,Yacopi,Otros Permanentes,Cana Panelera,1489,1453,5957
Cundinamarca,Yacopi,Plantas Aromaticas Condimentarias Y Medicinales,Sabila,12,10,200
Cundinamarca,Yacopi,Tuberculos Y Platanos,Arracacha,6,3,12
Cundinamarca,Yacopi,Tuberculos Y Platanos,Platano,1485,1460,11680
Cundinamarca,Yacopi,Tuberculos Y Platanos,Yuca,392,325,2575
Cundinamarca,Zipacon,Cereales,Maiz,39,32,80
Cundinamarca,Zipacon,Flores Y Follajes,Astromelia,7,7,28
Cundinamarca,Zipacon,Flores Y Follajes,Eucalipto Baby Blue,11,11,32
Cundinamarca,Zipacon,Flores Y Follajes,Fitosporum,12,11,11
Cundinamarca,Zipacon,Flores Y Follajes,Helecho,27,24,240
Cundinamarca,Zipacon,Flores Y Follajes,Palma Robelina,6,6,6
Cundinamarca,Zipacon,Frutales,Aguacate,3,1,6
Cundinamarca,Zipacon,Frutales,Banano,4,1,13
Cundinamarca,Zipacon,Frutales,Durazno,2,1,7
Cundinamarca,Zipacon,Frutales,Fresa,28,21,693
Cundinamarca,Zipacon,Frutales,Mora,5,4,46
Cundinamarca,Zipacon,Frutales,Tomate De Arbol,13,8,38
Cundinamarca,Zipacon,Hortalizas,Calabaza,260,220,5720
Cundinamarca,Zipacon,Hortalizas,Tomate,13,11,198
Cundinamarca,Zipacon,Hortalizas,Zanahoria,18,15,300
Cundinamarca,Zipacon,Leguminosas,Arveja,67,55,57
Cundinamarca,Zipacon,Leguminosas,Chachafruto,4,3,13
Cundinamarca,Zipacon,Leguminosas,Frijol,86,70,85
Cundinamarca,Zipacon,Otros Permanentes,Cafe,127,111,73
Cundinamarca,Zipacon,Plantas Aromaticas Condimentarias Y Medicinales,Ruscus,21,18,180
Cundinamarca,Zipacon,Tuberculos Y Platanos,Papa,958,894,23368
Cundinamarca,Zipaquira,Cereales,Maiz,2,2,4
Cundinamarca,Zipaquira,Frutales,Durazno,12,10,150
Cundinamarca,Zipaquira,Hortalizas,Zanahoria,150,150,3750
Cundinamarca,Zipaquira,Leguminosas,Arveja,105,103,108
Cundinamarca,Zipaquira,Tuberculos Y Platanos,Papa,2410,2410,59200
Guainia,Barranco Mina,Cereales,Maiz,70,67,67
Guainia,Barranco Mina,Forestales,Caucho,30,30,45
Guainia,Barranco Mina,Frutales,Pina,12,12,204
Guainia,Barranco Mina,Hortalizas,Aji,10,10,10
Guainia,Barranco Mina,Otros Permanentes,Cacao,1454,165,66
Guainia,Barranco Mina,Tuberculos Y Platanos,Platano,294,292,2044
Guainia,Barranco Mina,Tuberculos Y Platanos,Yuca,712,699,6990
Guainia,Cacahual,Tuberculos Y Platanos,Yuca,202,200,2000
Guainia,Inirida,Cereales,Maiz,154,153,153
Guainia,Inirida,Frutales,Citricos,2,2,2
Guainia,Inirida,Frutales,Pina,138,131,2227
Guainia,Inirida,Hortalizas,Aji,30,30,30
Guainia,Inirida,Otros Permanentes,Cacao,85,85,43
Guainia,Inirida,Tuberculos Y Platanos,Platano,244,204,1020
